id,user_id,bank_id
1345,71,1898
1346,71,1899
1347,71,1900
1348,71,1901
1349,71,1902
1350,71,1903
1351,71,1904
1352,71,1905
1353,71,1906
1354,71,1907
1355,71,1908
1356,71,1909
1357,71,1910
1358,71,1911
1359,71,1912
1360,71,1913
1361,71,1914
1362,71,1716
1363,71,1717
1364,71,1718
1365,71,1719
1366,71,1720
1367,71,1721
1368,71,1722
1369,71,1723
1370,71,1724
1371,71,1725
1372,71,1726
1373,71,1727
1374,71,1728
1375,4,1642
1376,4,1657
1377,4,1670
1378,81,1645
1379,71,1729
1380,71,1730
1381,71,1731
1382,71,1732
1383,71,1734
1384,71,1735
1385,71,1736
1386,71,1737
1387,71,1738
1388,71,1739
1389,71,1740
1390,71,1741
1391,71,1742
1392,71,1743
1393,71,1744
1394,71,1745
1395,4,1679
1396,71,1747
1397,71,1748
1398,81,1654
1399,71,1749
1400,71,1750
1401,71,1751
1402,71,1752
1403,71,1753
1404,71,1754
1405,71,1755
1406,71,1756
1407,71,1757
1408,71,1758
1409,71,1759
1410,71,1760
1411,71,1761
1412,71,1762
1413,71,1763
1414,71,1764
1415,71,1765
1416,71,1766
1417,4,1682
1418,71,1767
1419,71,1768
1420,4,1683
1421,71,1769
1422,71,1770
1423,81,1665
1424,81,1670
1425,81,1679
1426,81,1683
1427,81,1690
1428,81,1694
1429,69,1915
1430,69,1918
1431,83,1521
1432,69,1919
1433,83,1522
1434,69,1920
1435,69,1922
1436,69,1923
1437,69,1924
1438,83,1533
1439,83,1535
1440,83,1536
1441,83,1538
1442,83,1537
1443,83,1539
1444,83,1542
1445,83,1543
1446,69,1825
1447,69,1828
1448,69,1838
1449,10,1755
1450,69,1848
1451,69,1858
1452,83,1553
1453,83,1552
1454,69,1875
1455,83,1547
1456,69,1883
1457,69,1884
1458,69,1885
1459,69,1886
1460,69,1887
1461,69,1888
1462,69,1890
1463,69,1895
1464,69,1904
1465,10,1765
1466,69,1905
1467,4,1718
1468,69,1907
1469,69,1908
1470,69,1909
1471,69,1911
1472,4,1723
1473,4,1727
1474,4,1735
1475,10,1786
1476,4,1741
1477,4,1744
1478,4,1747
1479,4,1749
1480,81,1717
1481,81,1722
1482,81,1723
1483,81,1734
1484,81,1736
1485,81,1740
1486,81,1741
1487,10,1795
1488,4,1777
1489,81,1750
1490,70,1808
1491,4,1787
1492,4,1788
1493,4,1789
1494,70,1810
1495,4,1792
1496,70,1813
1497,4,1794
1498,4,1795
1499,70,1816
1500,4,1798
1502,69,1521
1503,70,1822
1504,70,1823
1505,69,1604
1506,10,1796
1507,81,1777
1508,69,1917
1509,70,1824
1510,70,1831
1511,70,1834
1512,81,1789
1513,70,1838
1514,70,1845
1515,70,1848
1516,70,1850
1517,70,1851
1518,70,1854
1519,83,1571
1520,70,1857
1521,83,1573
1522,70,1858
1523,83,1575
1524,83,1576
1525,70,1863
1526,83,1577
1527,83,1578
1528,70,1864
1529,83,1579
1530,83,1580
1531,70,1871
1532,83,1581
1533,70,1874
1534,83,1586
1535,70,1878
1536,70,1879
1537,70,1880
1538,70,1883
1539,83,1590
1540,70,1884
1541,83,1589
1542,70,1885
1543,70,1886
1544,83,1587
1545,70,1890
1546,70,1892
1547,70,1898
1548,70,1899
1549,70,1903
1550,70,1904
1551,70,1906
1552,70,1907
1553,83,1593
1554,83,1594
1555,83,1603
1556,83,1604
1557,83,1605
1558,83,1606
1559,83,1608
1560,83,1610
1561,83,1611
1562,70,1908
1563,70,1909
1564,70,1912
1565,70,1913
1566,70,1914
1582,83,1609
1583,83,1607
1588,81,1823
1589,81,1808
1590,81,1834
1591,81,1836
1592,81,1848
1593,81,1864
1594,81,1871
1595,81,1872
1596,81,1873
1597,81,1877
1598,81,1883
1599,81,1884
1600,81,1885
1601,81,1887
1602,81,1888
1603,81,1889
1604,81,1898
1605,81,1903
1606,81,1906
1607,81,1910
1608,81,1912
1609,81,1919
1610,81,1922
1611,81,1923
1612,81,1924
1613,4,1813
1614,4,1811
1615,4,1808
1616,4,1816
1617,4,1820
1618,4,1823
1619,83,1723
1620,4,1827
1621,4,1829
1622,4,1832
1623,4,1834
1624,4,1836
1625,4,1845
1626,4,1848
1627,4,1851
1628,4,1854
1629,4,1857
1630,4,1858
1631,4,1864
1632,4,1869
1633,4,1872
1634,4,1873
1635,4,1874
1636,4,1877
1637,4,1878
1638,4,1879
1639,4,1880
1640,4,1883
1641,4,1884
1642,4,1886
1643,4,1887
1644,4,1888
1645,4,1889
1646,4,1890
1647,4,1899
1648,4,1904
1649,4,1907
1650,4,1910
1651,4,1911
1652,4,1914
1653,4,1918
1654,4,1919
1655,4,1920
1656,4,1921
1657,4,1922
1658,4,1923
1659,4,1924
1660,24,1716
1661,24,1736
1662,24,1741
1663,24,1742
1664,24,1753
1665,24,1752
1666,24,1756
1667,24,1762
1668,24,1765
1669,24,1766
1670,24,1777
1671,24,1795
1672,24,1794
1673,24,1793
1674,24,1797
1675,24,1798
1676,25,1558
1677,25,1555
1678,25,1556
1679,25,1573
1680,25,1586
1681,25,1593
1682,25,1597
1683,25,1577
1684,25,1600
1685,25,1604
1686,25,1607
1687,25,1611
1688,25,1614
1689,25,1615
1690,25,1616
1691,25,1617
1692,25,1642
1693,25,1643
1694,25,1654
1695,25,1657
1696,25,1658
1697,25,1660
1698,25,1661
1699,25,1670
1700,25,1675
1701,25,1687
1702,25,1679
1703,25,1740
1704,25,1741
1705,25,1750
1706,25,1752
1707,25,1755
1708,25,1765
1709,25,1766
1710,25,1785
1711,25,1791
1712,25,1792
1713,25,1797
1714,25,1795
1715,25,1794
1716,25,1808
1717,25,1817
1718,25,1819
1719,25,1820
1720,25,1823
1721,25,1827
1722,25,1828
1723,25,1836
1724,25,1848
1725,25,1854
1726,25,1858
1727,25,1862
1728,25,1864
1729,87,359
1730,87,369
1731,87,367
1732,87,377
1733,87,403
1734,4,2323
1735,4,2326
1736,4,2336
1737,4,2339
1738,4,2340
1739,4,2344
1740,4,2348
1741,4,2360
1742,4,2361
1743,4,2363
1744,4,2364
1745,4,2365
1746,4,2368
1747,4,2372
1748,4,2382
1749,4,2390
1750,4,2395
1751,4,2400
1752,4,2403
1753,4,2405
1754,4,2407
1755,4,2408
1756,4,2409
1757,4,2418
1758,4,2419
1759,4,2422
1760,4,2423
1761,4,2425
1762,4,2426
1763,4,2427
1764,4,2428
1765,4,2433
1766,4,2436
1767,4,2439
1768,4,2444
1769,4,2449
1770,4,2446
1771,4,2451
1772,4,2452
1773,4,2453
1774,4,2456
1775,4,2457
1776,4,2458
1777,4,2461
1778,4,2462
1779,4,2463
1780,4,2465
1781,4,2467
1782,4,2468
1783,4,2476
1784,4,2478
1913,21,3623
1914,21,3629
1915,21,3638
1916,21,3641
1917,21,3643
1918,21,3646
1919,21,3648
1920,21,3655
1921,12,3730
1922,12,3737
1923,12,3738
1924,12,3739
1925,12,3740
1926,12,3742
1927,12,3743
1928,12,3744
1929,12,3746
1930,12,3747
1931,12,3752
1932,12,3755
1933,12,3758
1934,12,3761
1935,12,3762
1936,12,3764
1937,12,3765
1938,12,3767
1939,12,3769
1940,12,3770
1941,12,3772
1942,12,3773
1943,12,3774
1944,12,3872
1945,12,3873
1946,12,3877
1947,12,3879
1948,12,3880
1949,12,3883
1950,12,3885
1951,12,3886
1952,12,3782
1953,12,3783
1954,12,3784
1955,12,3797
1956,12,3800
1957,12,3801
1958,12,3804
1959,12,3805
1960,12,3806
1961,12,3807
1962,12,3808
1963,12,3810
1964,12,3897
1965,12,3899
1966,12,3901
1967,12,3902
1968,12,3903
1969,12,3904
1970,12,3905
1971,12,3906
1972,12,3907
1973,12,3908
1974,12,3909
1975,12,3911
1976,12,3912
1977,12,3913
1978,12,3914
1979,12,3915
1980,12,3916
1981,12,3917
1982,12,3918
1983,12,3821
1984,12,3823
1985,12,3825
1986,12,3827
1987,12,3829
1988,12,3830
1989,12,3832
1990,12,3833
1991,12,3834
1992,12,3837
1993,12,3838
1994,12,3839
1995,12,3841
1996,12,3842
1997,12,3843
1998,12,3844
1999,12,3846
2000,12,3847
2001,12,3848
2002,12,3849
2003,12,3850
2004,12,3851
2005,12,3852
2006,12,3853
2007,12,3854
2008,12,3855
2035,21,3673
2036,21,3688
2037,21,3707
2038,21,3710
2039,21,3711
2040,21,3712
2041,21,3713
2042,21,3714
2043,83,3389
2044,87,327
2045,87,357
2046,87,358
2047,87,360
2048,87,363
2049,87,365
2050,87,366
2051,87,368
2052,87,379
2053,87,380
2054,87,383
2055,87,384
2056,87,388
2057,87,390
2058,87,398
2059,87,399
2060,87,400
2061,87,401
2062,87,402
2063,87,404
2064,87,407
2065,87,414
2066,87,419
2067,87,429
2068,87,430
2069,87,435
2070,87,437
2071,87,440
2072,87,441
2073,87,442
2074,87,444
2075,87,445
2076,87,446
2077,87,447
2078,87,448
2079,87,452
2080,87,453
2081,87,455
2082,87,459
2083,87,461
2084,87,462
2085,87,465
2086,87,466
2087,87,469
2088,87,470
2089,87,471
2090,87,472
2091,39,1999
2092,39,2001
2093,39,2007
2094,39,2006
2095,39,2014
2123,4,4000
2124,4,4004
2125,4,4008
2126,4,4011
2127,4,4014
2130,4,4026
2131,4,4028
2132,4,4029
2133,4,4034
2134,4,4035
2135,4,4036
2136,4,4038
2137,4,4046
2138,4,4049
2139,4,4050
2140,4,4051
2141,4,4058
2143,4,4062
2144,4,4063
2146,4,4072
2147,4,4074
2148,4,4075
2149,4,4079
2150,4,4123
2151,4,4125
2152,4,4126
2153,4,4137
2177,19,1949
2178,19,1958
2179,19,2001
2180,19,2006
2181,19,2035
2182,19,2036
2183,19,2040
2184,19,2049
2185,19,2073
2186,19,2080
2187,19,2084
2188,19,2086
2189,19,2115
2190,19,2120
2191,19,2123
2192,19,2125
2193,19,2127
2194,19,2129
2195,19,2154
2196,19,2159
2197,19,2163
2198,19,2207
2199,19,2212
2200,19,2214
2201,19,2215
2202,19,2218
2203,19,2482
2204,19,2486
2205,19,2501
2206,19,2502
2207,19,2504
2208,19,2507
2209,19,2511
2210,19,2515
2211,19,2534
2212,19,2537
2213,19,2562
2214,19,2568
2215,19,2600
2216,19,2603
2217,19,2612
2218,19,2614
2219,19,2616
2220,19,2617
2221,19,2640
2222,19,2641
2223,19,2647
2224,19,2649
2225,19,2680
2226,19,2683
2227,19,2706
2228,19,2708
2229,19,2710
2230,19,2711
2231,19,2731
2232,19,2745
2233,19,2749
2234,19,2750
2235,19,2751
2236,19,2755
2237,19,2756
2238,19,2770
2239,19,2775
2240,19,2782
2241,19,2783
2242,19,2804
2243,19,2807
2244,19,2813
2245,19,2878
2246,19,2883
2247,19,2885
2248,19,2950
2249,19,2954
2250,19,2956
2251,19,2960
2252,19,2925
2253,19,2928
2254,19,2929
2255,19,2930
2256,4,4154
2257,4,4160
2258,4,4163
2259,4,4167
2260,4,4172
2261,4,4176
2262,4,4180
2263,4,4185
2264,4,4193
2265,4,4206
2266,4,4232
2267,4,4235
2268,4,4243
2269,4,4250
2270,4,4251
2271,4,4305
2272,4,4310
2273,4,4326
2274,4,4330
2275,4,4337
2276,4,4344
2277,4,4345
2278,4,4346
2279,4,4347
2280,4,4349
2404,40,1521
2405,40,1522
2406,40,1523
2407,40,1531
2408,40,1533
2409,40,1535
2410,40,1547
2411,40,1551
2412,40,1552
2413,40,1553
2414,40,1573
2415,40,1575
2416,40,1577
2417,40,1580
2418,40,1581
2419,40,1585
2420,40,1586
2421,40,1590
2422,40,1593
2423,40,1596
2424,40,1597
2425,40,1600
2426,40,1603
2427,40,1613
2428,40,1616
2429,40,1617
2430,40,1618
2436,28,2974
2437,28,2975
2438,28,2977
2439,28,2988
2440,28,2991
2441,28,2993
2442,28,2996
2443,28,3004
2444,28,3008
2445,54,2977
2446,54,2982
2447,54,2984
2448,54,2988
2449,54,2990
2450,74,1520
2451,74,1521
2452,74,1531
2453,74,1572
2454,74,1573
2455,74,1579
2456,74,1586
2457,74,1593
2458,74,1642
2459,74,1647
2460,74,1555
2461,74,1556
2462,74,1557
2463,74,1558
2464,74,1616
2465,74,1617
2466,74,1679
2467,74,1680
2468,74,1689
2469,74,1888
2470,74,1887
2471,74,1903
2472,74,1909
2473,74,2246
2474,74,2250
2475,74,2252
2476,74,2253
2477,74,2255
2478,74,2256
2479,74,2259
2480,74,2262
2481,74,2263
2482,74,2264
2483,74,2266
2484,74,2267
2485,74,2292
2486,74,2293
2487,74,2294
2488,74,2295
2489,54,1720
2490,54,1723
2491,54,1728
2492,54,1738
2493,54,1739
2494,54,1741
2519,40,1579
2520,40,1642
2521,40,1647
2522,40,1654
2524,40,1719
2525,40,1722
2526,40,1731
2527,40,1736
2528,40,1739
2529,40,1741
2530,40,1808
2531,40,1817
2533,40,1820
2534,40,1823
2535,40,1827
2537,40,1829
2538,40,1831
2539,40,1848
2540,40,1850
2542,40,1853
2543,40,1857
2544,40,1858
2546,40,1864
2548,40,1877
2549,40,1884
2550,40,1887
2551,40,1888
2552,40,1892
2553,40,1902
2554,40,1903
2555,40,1906
2556,40,1907
2557,40,1908
